cusno,gender,age,region,trans_id,date,day,product_20,product_21,price_20,price_21,quantity_20,quantity_21,time_20,time_21,amount_20,amount_21,year,month,quarter,age_group
1498,0,34,2,44328,2021-05-06 02:52:57.677767776,Thursday,10,10,33614.0,42413.8,38.4,30.239999999999995,2,21,1210104.0,1282593.312,2021,5,2,30s
1498,0,34,2,26002,2021-12-29 04:11:44.230423040,Wednesday,10,10,40884.0,13319.900000000001,44.4,26.88,10,11,1308288.0,358038.912,2021,12,4,30s
1499,1,12,2,30089,2020-02-11 04:13:36.561656165,Tuesday,30,30,39631.0,47150.4,1.2,5.669999999999999,19,8,1070037.0,267342.768,2020,2,1,10s
1499,1,12,2,43120,2020-02-21 11:17:00.702070207,Friday,30,30,44113.0,10070.5,26.7,19.74,1,22,4146622.0,198791.66999999998,2020,2,1,10s
1499,1,12,2,41062,2020-03-19 06:19:54.599459946,Thursday,30,30,26686.0,19456.800000000003,11.1,12.6,20,2,1601160.0,245155.68000000002,2020,3,1,10s
1499,1,12,2,44407,2020-06-15 23:13:29.000900090,Monday,30,30,13946.0,17668.2,25.2,20.369999999999997,13,7,1352762.0,359901.234,2020,6,2,10s
1499,1,12,2,22792,2020-06-30 22:25:14.311431142,Tuesday,30,30,43531.0,22160.600000000002,8.4,12.81,2,4,2655391.0,283877.286,2020,6,2,10s
1499,1,12,2,41999,2020-07-28 17:59:57.839783976,Tuesday,30,30,33857.0,11359.7,15.0,10.92,11,6,1760564.0,124047.92400000001,2020,7,3,10s
1499,1,12,2,43192,2020-10-06 18:20:07.560756076,Tuesday,30,30,38809.0,45312.3,26.4,13.44,14,14,2483776.0,608997.312,2020,10,4,10s
1499,1,12,2,42050,2020-11-08 16:33:59.243924392,Sunday,30,30,19820.0,32616.100000000002,13.799999999999999,10.5,17,7,991000.0,342469.05000000005,2020,11,4,10s
1499,1,12,2,40370,2021-03-06 05:34:06.804680464,Saturday,30,30,28923.0,8048.700000000001,18.9,7.35,20,13,1012305.0,59157.945,2021,3,1,10s
1499,1,12,2,29399,2021-05-26 08:14:06.804680464,Wednesday,30,30,6205.0,14235.1,6.0,6.72,8,21,198560.0,95659.872,2021,5,2,10s
1499,1,12,2,36759,2021-07-09 22:48:51.413141312,Friday,30,30,30332.0,6886.000000000001,6.0,16.59,6,5,2396228.0,114238.74000000002,2021,7,3,10s
1499,1,12,2,12235,2021-08-07 22:25:40.234023400,Saturday,30,30,33631.0,34040.600000000006,29.4,4.829999999999999,6,22,773513.0,164416.098,2021,8,3,10s
1499,1,12,2,41471,2021-09-23 21:04:35.427542752,Thursday,30,30,37449.0,53589.8,15.6,15.959999999999999,1,14,2846124.0,855293.208,2021,9,3,10s
1499,1,12,2,47134,2021-12-02 00:23:11.179117912,Thursday,30,30,38682.0,53798.8,0.3,9.87,10,19,1818054.0,530994.156,2021,12,4,10s
1500,0,38,1,13613,2020-03-18 02:17:49.306930693,Wednesday,10,10,29068.0,52916.600000000006,15.119999999999997,52.331999999999994,3,10,439508.1599999999,2769231.5112,2020,3,1,30s
1500,0,38,1,30587,2020-12-11 11:17:35.265526552,Friday,10,10,29450.0,6889.3,49.199999999999996,53.76,11,1,1884800.0,370368.768,2020,12,4,30s
1500,0,38,1,16351,2021-05-09 14:59:13.555355536,Sunday,10,10,3313.0,48519.9,74.39999999999999,13.44,1,18,53008.0,652107.456,2021,5,2,30s
1500,0,38,1,14849,2021-05-27 15:46:27.758775880,Thursday,10,10,41588.0,36855.5,90.0,10.92,13,3,540644.0,402462.06,2021,5,2,30s
1501,1,75,2,25661,2020-01-11 01:48:00.648064806,Saturday,20,20,2182.0,42567.8,17.4,18.06,12,11,93826.0,768774.468,2020,1,1,70s
1501,1,75,2,13424,2020-05-24 11:33:17.119711970,Sunday,20,20,46646.0,24813.800000000003,12.6,41.58,8,5,4617954.0,1031757.8040000001,2020,5,2,70s
1501,1,75,2,16070,2020-08-12 22:27:06.642664264,Wednesday,20,20,47651.0,45212.200000000004,24.0,31.08,7,21,3526174.0,1405195.176,2020,8,3,70s
1501,1,75,2,19883,2020-11-01 16:21:27.488748872,Sunday,20,20,42349.0,19230.2,19.2,30.659999999999997,6,1,3091477.0,589597.9319999999,2020,11,4,70s
1501,1,75,2,26347,2020-11-26 20:51:29.108910892,Thursday,20,20,17755.0,17362.4,48.6,18.9,22,5,798975.0,328149.36,2020,11,4,70s
1501,1,75,2,37721,2020-12-01 07:44:26.786678668,Tuesday,20,20,1135.0,29608.7,52.199999999999996,11.339999999999998,7,1,30645.0,335762.65799999994,2020,12,4,70s
1501,1,75,2,16034,2020-12-13 01:50:27.542754276,Sunday,20,20,48793.0,22940.500000000004,49.199999999999996,4.619999999999999,11,4,536723.0,105985.11,2020,12,4,70s
1501,1,75,2,18878,2021-04-15 05:45:38.073807376,Thursday,20,20,33201.0,53356.600000000006,38.4,33.18,17,18,2622879.0,1770371.9880000001,2021,4,2,70s
1501,1,75,2,18116,2021-05-12 02:33:39.801980200,Wednesday,20,20,16583.0,41624.0,29.4,7.9799999999999995,10,10,315077.0,332159.51999999996,2021,5,2,70s
1501,1,75,2,46186,2021-08-03 09:47:34.725472544,Tuesday,20,20,8599.0,5428.5,57.0,25.62,23,11,524539.0,139078.17,2021,8,3,70s
1502,1,24,8,32682,2020-02-27 16:13:06.318631863,Thursday,30,30,29969.0,54857.00000000001,37.0,60.199999999999996,17,19,2577334.0,3302391.4000000004,2020,2,1,20s
1502,1,24,8,20276,2020-03-27 01:48:52.493249325,Friday,30,30,36051.0,3327.5000000000005,23.0,32.9,13,9,1694397.0,109474.75000000001,2020,3,1,20s
1502,1,24,8,28136,2020-07-04 08:46:22.358235824,Saturday,30,30,20625.0,44726.0,100.0,29.4,24,6,866250.0,1314944.4,2020,7,3,20s
1502,1,24,8,19982,2020-07-31 23:05:42.394239424,Friday,30,30,11999.0,21215.7,40.0,60.199999999999996,3,2,1031914.0,1277185.14,2020,7,3,20s
1502,1,24,8,35446,2021-05-11 03:46:58.001800176,Tuesday,30,30,9432.0,26879.600000000002,34.0,19.599999999999998,9,6,264096.0,526840.16,2021,5,2,20s
1502,1,24,8,17272,2021-05-24 10:40:43.204320432,Monday,30,30,48928.0,16285.500000000002,9.0,56.0,20,12,3914240.0,911988.0000000001,2021,5,2,20s
1502,1,24,8,36416,2021-06-28 09:58:14.149414936,Monday,30,30,18516.0,46805.00000000001,38.0,7.0,7,7,185160.0,327635.00000000006,2021,6,2,20s
1502,1,24,8,42014,2021-09-03 10:28:02.808280824,Friday,30,30,40380.0,4252.6,43.0,69.3,19,1,3997620.0,294705.18,2021,9,3,20s
1502,1,24,8,10637,2021-11-26 11:13:16.039603960,Friday,30,30,10032.0,23116.500000000004,15.0,26.599999999999998,1,13,381216.0,614898.9,2021,11,4,20s
1503,0,31,1,49337,2020-02-10 22:58:13.069306930,Monday,10,10,38334.0,44620.4,12.6,55.27199999999999,24,12,483008.39999999997,2466258.7487999997,2020,2,1,30s
1503,0,31,1,37840,2020-12-31 16:38:44.392439244,Thursday,10,10,39809.0,47049.200000000004,102.0,17.639999999999997,16,1,835989.0,829947.8879999999,2020,12,4,30s
1503,0,31,1,44670,2021-02-08 12:48:10.369036904,Monday,10,10,40229.0,22155.100000000002,61.31999999999999,22.932,8,14,2466842.28,508060.75320000004,2021,2,1,30s
1503,0,31,1,15197,2021-02-11 09:08:15.769576956,Thursday,10,10,31104.0,23937.100000000002,55.44,42.33599999999999,14,15,1724405.76,1013401.0655999999,2021,2,1,30s
1503,0,31,1,39139,2021-02-26 11:50:16.741674168,Friday,10,10,5837.0,16826.7,23.52,10.583999999999998,23,14,137286.24,178093.79279999997,2021,2,1,30s
1503,0,31,1,48759,2021-03-18 18:56:33.699369936,Thursday,10,10,6436.0,29650.500000000004,15.959999999999999,50.56799999999999,2,6,102718.56,1499366.484,2021,3,1,30s
1503,0,31,1,48212,2021-04-15 04:00:30.243024304,Thursday,10,10,18599.0,50521.9,66.0,36.12,24,8,799757.0,1824851.028,2021,4,2,30s
1503,0,31,1,41015,2021-05-28 07:32:38.235823584,Friday,10,10,39335.0,7294.1,108.0,67.19999999999999,17,3,3146800.0,490163.51999999996,2021,5,2,30s
1503,0,31,1,18250,2021-10-01 13:03:17.659765976,Friday,10,10,27389.0,3402.3,93.6,34.44,23,17,1122949.0,117175.212,2021,10,4,30s
1503,0,31,1,14487,2021-12-14 06:45:06.750675064,Tuesday,10,10,13173.0,37209.700000000004,6.0,62.16,19,16,974802.0,2312954.952,2021,12,4,30s
1504,0,79,7,22085,2020-01-28 03:48:33.051305130,Tuesday,20,20,17037.0,47747.700000000004,23.4,28.139999999999993,1,1,1141479.0,1343620.2779999997,2020,1,1,70s
1504,0,79,7,20711,2020-03-20 10:21:59.891989199,Friday,20,20,39881.0,15994.000000000002,47.4,0.42,20,22,39881.0,6717.4800000000005,2020,3,1,70s
1504,0,79,7,42067,2020-04-06 15:52:47.956795679,Monday,20,20,12931.0,13865.500000000002,8.4,10.92,5,18,336206.0,151411.26,2020,4,2,70s
1504,0,79,7,44084,2020-06-19 07:49:29.216921692,Friday,20,20,49697.0,20816.4,21.599999999999998,7.139999999999999,2,14,844849.0,148629.096,2020,6,2,70s
1504,0,79,7,47630,2020-07-01 19:26:48.280828082,Wednesday,20,20,16308.0,3241.7000000000003,21.599999999999998,20.159999999999997,13,18,782784.0,65352.67199999999,2020,7,3,70s
1504,0,79,7,23246,2020-07-28 14:29:42.178217820,Tuesday,20,20,41798.0,10715.1,39.6,13.86,23,16,1379334.0,148511.286,2020,7,3,70s
1504,0,79,7,33859,2020-12-01 23:30:37.263726372,Tuesday,20,20,35938.0,16900.4,49.199999999999996,41.58,9,24,3557862.0,702718.632,2020,12,4,70s
1504,0,79,7,41071,2020-12-02 20:32:11.233123312,Wednesday,20,20,6256.0,13200.000000000002,39.0,25.2,1,24,375360.0,332640.00000000006,2020,12,4,70s
1504,0,79,7,36241,2021-01-04 06:30:08.100810080,Monday,20,20,24973.0,54234.4,14.399999999999999,22.679999999999996,2,15,1348542.0,1230036.1919999998,2021,1,1,70s
1504,0,79,7,26422,2021-02-05 11:12:41.476147612,Friday,20,20,18527.0,6546.1,29.4,32.76,21,14,1445106.0,214450.236,2021,2,1,70s
1504,0,79,7,45873,2021-05-16 13:26:37.479747976,Sunday,20,20,41558.0,53963.8,28.799999999999997,32.339999999999996,21,1,3199966.0,1745189.292,2021,5,2,70s
1504,0,79,7,13676,2021-08-29 09:34:02.484248424,Sunday,20,20,18634.0,53335.700000000004,7.199999999999999,7.559999999999999,12,4,335412.0,403217.892,2021,8,3,70s
1504,0,79,7,13531,2021-09-19 20:42:24.734473448,Sunday,20,20,17000.0,39749.600000000006,37.199999999999996,32.339999999999996,6,13,1309000.0,1285502.064,2021,9,3,70s
1504,0,79,7,24436,2021-10-28 02:50:48.064806480,Thursday,20,20,30071.0,24010.800000000003,27.0,13.019999999999998,9,22,932201.0,312620.616,2021,10,4,70s
1504,0,79,7,39763,2021-11-11 01:30:43.744374432,Thursday,20,20,27026.0,54726.100000000006,33.6,33.599999999999994,8,14,2162080.0,1838796.96,2021,11,4,70s
1505,0,43,6,30152,2020-01-30 13:37:51.467146714,Thursday,10,10,11234.0,22334.4,52.07999999999999,46.452,24,10,585066.7199999999,1037477.5488,2020,1,1,40s
1505,0,43,6,37144,2020-04-21 09:49:09.774977498,Tuesday,10,10,24874.0,45021.9,6.0,36.959999999999994,22,22,1094456.0,1664009.4239999999,2020,4,2,40s
1505,0,43,6,32542,2020-07-12 16:31:15.067506750,Sunday,10,10,16463.0,12153.900000000001,90.0,79.8,5,18,1563985.0,969881.2200000001,2020,7,3,40s
1505,0,43,6,21419,2020-07-28 03:58:55.193519352,Tuesday,10,10,32499.0,32213.500000000004,108.0,67.19999999999999,6,17,2599920.0,2164747.1999999997,2020,7,3,40s
1505,0,43,6,13874,2020-08-09 05:05:27.272727272,Sunday,10,10,20812.0,40408.5,115.19999999999999,42.839999999999996,1,18,1061412.0,1731100.14,2020,8,3,40s
1505,0,43,6,13789,2020-12-12 01:18:37.911791180,Saturday,10,10,23772.0,52753.8,33.6,54.599999999999994,23,1,1545180.0,2880357.48,2020,12,4,40s
1505,0,43,6,36898,2020-12-16 19:12:06.912691268,Wednesday,10,10,27776.0,52325.9,62.4,77.27999999999999,10,2,2555392.0,4043745.551999999,2020,12,4,40s
1505,0,43,6,33826,2021-01-21 12:00:56.165616560,Thursday,10,10,29397.0,39022.5,29.4,1.176,17,13,864271.7999999999,45890.46,2021,1,1,40s
1505,0,43,6,18663,2021-01-24 04:50:45.904590456,Sunday,10,10,46986.0,23507.000000000004,48.71999999999999,34.69199999999999,20,3,2289157.9199999995,815504.8439999999,2021,1,1,40s
1505,0,43,6,38920,2021-07-27 00:49:23.816381640,Tuesday,10,10,19922.0,27436.2,44.4,64.67999999999999,19,12,1533994.0,1774573.4159999997,2021,7,3,40s
1505,0,43,6,11332,2021-09-04 14:30:08.100810080,Saturday,10,10,27137.0,25826.9,54.0,58.8,11,6,1899590.0,1518621.72,2021,9,3,40s
1505,0,43,6,19579,2021-09-06 22:34:18.685868584,Monday,10,10,18549.0,36821.4,18.0,83.16,24,23,1836351.0,3062067.624,2021,9,3,40s
1505,0,43,6,11658,2021-12-17 22:21:38.289828984,Friday,10,10,16560.0,34956.9,25.2,5.88,6,19,115920.0,205546.57200000001,2021,12,4,40s
1506,1,12,10,49467,2020-01-31 12:24:33.267326732,Friday,30,30,17814.0,10573.2,6.6,1.0499999999999998,23,8,89070.0,11101.859999999999,2020,1,1,10s
1506,1,12,10,17491,2020-06-09 20:02:31.215121512,Tuesday,30,30,3570.0,20166.300000000003,25.2,18.06,24,16,307020.0,364203.378,2020,6,2,10s
1506,1,12,10,23878,2020-08-12 11:56:19.657965796,Wednesday,30,30,37489.0,44667.700000000004,2.1,0.84,20,23,149956.0,37520.868,2020,8,3,10s
1506,1,12,10,18929,2020-11-11 09:23:48.982898288,Wednesday,30,30,27030.0,16327.300000000001,16.8,17.009999999999998,8,7,2189430.0,277727.37299999996,2020,11,4,10s
1506,1,12,10,11402,2021-01-31 22:34:35.967596760,Sunday,30,30,41299.0,8345.7,25.5,13.86,1,23,2725734.0,115671.402,2021,1,1,10s
1506,1,12,10,46909,2021-03-10 19:57:20.144014400,Wednesday,30,30,44892.0,35795.100000000006,10.5,3.7799999999999994,12,4,808056.0,135305.478,2021,3,1,10s
1506,1,12,10,11585,2021-07-22 19:11:49.630963096,Thursday,30,30,24798.0,18365.600000000002,4.8,8.819999999999999,6,6,1041516.0,161984.592,2021,7,3,10s
1506,1,12,10,48688,2021-09-17 23:09:01.134113408,Friday,30,30,42622.0,39057.700000000004,18.0,4.829999999999999,17,18,980306.0,188648.691,2021,9,3,10s
1507,1,37,9,48480,2020-01-05 23:08:52.493249324,Sunday,10,10,35463.0,49778.3,20.159999999999997,24.107999999999997,18,2,714934.0799999998,1200055.2563999998,2020,1,1,30s
1507,1,37,9,30789,2020-02-08 16:39:10.315031503,Saturday,10,10,46077.0,52170.8,16.799999999999997,37.044,4,12,774093.5999999999,1932615.1152,2020,2,1,30s
1507,1,37,9,13659,2020-02-15 22:07:05.562556255,Saturday,10,10,35789.0,35347.4,44.519999999999996,34.10399999999999,24,21,1593326.2799999998,1205487.7295999997,2020,2,1,30s
1507,1,37,9,37158,2020-02-22 08:18:34.671467147,Saturday,10,10,2055.0,52037.700000000004,30.239999999999995,55.85999999999999,20,5,62143.19999999999,2906825.922,2020,2,1,30s
1507,1,37,9,26794,2020-04-13 12:35:04.050405040,Monday,10,10,8928.0,41346.8,67.2,5.039999999999999,21,18,53568.0,208387.87199999997,2020,4,2,30s
1507,1,37,9,20294,2020-06-25 18:00:58.325832582,Thursday,10,10,21245.0,22341.0,81.6,68.88,4,4,1742090.0,1538848.0799999998,2020,6,2,30s
1507,1,37,9,25087,2020-10-09 14:40:12.961296128,Friday,10,10,20046.0,24634.500000000004,22.8,7.559999999999999,7,18,180414.0,186236.82,2020,10,4,30s
1507,1,37,9,25390,2021-03-17 23:40:07.560756072,Wednesday,10,10,1071.0,9372.0,60.47999999999999,28.223999999999993,8,17,64774.07999999999,264515.3279999999,2021,3,1,30s
1507,1,37,9,42005,2021-04-11 15:54:14.365436544,Sunday,10,10,13646.0,5924.6,85.2,21.84,7,22,354796.0,129393.26400000001,2021,4,2,30s
1507,1,37,9,30780,2021-04-21 08:56:35.859585960,Wednesday,10,10,13933.0,47014.00000000001,100.8,48.71999999999999,24,5,808114.0,2290522.08,2021,4,2,30s
1507,1,37,9,16954,2021-08-06 02:37:24.464446440,Friday,10,10,25614.0,53125.600000000006,36.0,42.0,9,21,1280700.0,2231275.2,2021,8,3,30s
1507,1,37,9,25950,2021-11-01 22:29:24.896489648,Monday,10,10,45914.0,49083.100000000006,69.6,29.4,14,8,1606990.0,1443043.1400000001,2021,11,4,30s
1508,1,29,6,21995,2020-02-29 19:01:53.411341134,Saturday,10,10,24960.0,49293.200000000004,29.4,49.97999999999999,19,6,733824.0,2463674.136,2020,2,1,30s
1508,1,29,6,22341,2020-05-14 09:45:16.471647164,Thursday,10,10,14427.0,16817.9,105.6,34.44,14,21,591507.0,579208.476,2020,5,2,30s
1508,1,29,6,25212,2020-05-22 19:15:17.011701170,Friday,10,10,27450.0,5656.200000000001,93.6,82.32,1,24,2690100.0,465618.384,2020,5,2,30s
1508,1,29,6,15880,2020-08-30 03:57:54.707470748,Sunday,10,10,23584.0,13763.2,91.2,79.8,7,1,2240480.0,1098303.36,2020,8,3,30s
1508,1,29,6,45634,2020-11-08 02:32:56.597659764,Sunday,10,10,5532.0,21492.9,10.799999999999999,31.919999999999998,19,23,210216.0,686053.368,2020,11,4,30s
1508,1,29,6,10063,2021-03-13 05:46:38.559855984,Saturday,10,10,27290.0,14803.800000000001,71.39999999999999,17.639999999999997,3,1,1948505.9999999998,261139.03199999998,2021,3,1,30s
1508,1,29,6,34375,2021-04-17 03:19:01.674167416,Saturday,10,10,18874.0,11246.400000000001,38.4,15.959999999999999,23,15,358606.0,179492.54400000002,2021,4,2,30s
1508,1,29,6,21741,2021-07-13 17:55:38.613861384,Tuesday,10,10,16172.0,46181.3,37.199999999999996,18.479999999999997,3,8,355784.0,853430.4239999999,2021,7,3,30s
1508,1,29,6,28296,2021-07-24 09:44:41.908190816,Saturday,10,10,21136.0,49316.3,88.8,60.47999999999999,7,22,1521792.0,2982649.8239999996,2021,7,3,30s
1508,1,29,6,39042,2021-10-09 03:16:52.061206120,Saturday,10,10,16595.0,13291.300000000001,48.0,68.03999999999999,12,15,1344195.0,904340.052,2021,10,4,30s
1509,0,25,7,19472,2020-03-15 09:27:59.567956795,Sunday,30,30,9215.0,14220.800000000001,82.0,30.099999999999998,6,8,396245.0,428046.08,2020,3,1,20s
1509,0,25,7,43032,2020-06-26 04:31:45.310531052,Friday,30,30,19268.0,53760.3,77.0,7.0,6,15,192680.0,376322.10000000003,2020,6,2,20s
1509,0,25,7,47442,2020-07-07 17:22:22.574257426,Tuesday,30,30,15519.0,51981.600000000006,57.0,38.5,23,14,853545.0,2001291.6000000003,2020,7,3,20s
1509,0,25,7,20314,2020-08-31 00:59:28.676867688,Monday,30,30,8106.0,20894.5,12.0,44.099999999999994,16,1,510678.0,921447.4499999998,2020,8,3,20s
1509,0,25,7,10162,2020-11-16 17:18:20.630063004,Monday,30,30,31719.0,26701.4,5.0,48.3,2,23,2188611.0,1289677.6199999999,2020,11,4,20s
1509,0,25,7,38730,2021-03-03 00:28:22.250225024,Wednesday,30,30,26997.0,16192.000000000002,8.0,6.3,4,7,242973.0,102009.6,2021,3,1,20s
1509,0,25,7,37772,2021-07-27 16:35:34.293429344,Tuesday,30,30,26291.0,14549.7,44.0,4.8999999999999995,19,8,184037.0,71293.53,2021,7,3,20s
1509,0,25,7,45884,2021-10-21 14:54:11.125112512,Thursday,30,30,37781.0,9148.7,5.0,4.199999999999999,21,14,226686.0,38424.53999999999,2021,10,4,20s
1509,0,25,7,27205,2021-12-27 01:22:57.137713768,Monday,30,30,39083.0,45002.100000000006,84.0,25.2,5,1,1406988.0,1134052.9200000002,2021,12,4,20s
1510,0,39,9,37655,2020-01-03 22:05:13.231323132,Friday,10,10,37472.0,40561.4,67.19999999999999,8.819999999999999,8,2,2518118.3999999994,357751.54799999995,2020,1,1,40s
1510,0,39,9,29389,2020-03-27 07:04:15.985598560,Friday,10,10,31577.0,33866.8,0.84,21.755999999999997,22,10,26524.68,736806.1007999999,2020,3,1,40s
1510,0,39,9,20622,2020-08-05 16:59:11.395139512,Wednesday,10,10,43835.0,22301.4,55.199999999999996,21.0,22,13,1095875.0,468329.4,2020,8,3,40s
1510,0,39,9,36973,2021-04-10 10:07:01.242124208,Saturday,10,10,28812.0,5660.6,69.6,68.88,16,7,2362584.0,389902.128,2021,4,2,40s
1510,0,39,9,48114,2021-04-27 17:22:57.137713768,Tuesday,10,10,6738.0,2204.4,103.2,10.92,13,18,87594.0,24072.048000000003,2021,4,2,40s
1510,0,39,9,37962,2021-07-21 02:53:49.522952296,Wednesday,10,10,19999.0,38108.4,75.6,74.75999999999999,14,2,1779911.0,2848983.9839999997,2021,7,3,40s
1510,0,39,9,43463,2021-08-02 12:46:00.756075608,Monday,10,10,44605.0,25337.4,98.39999999999999,13.44,22,8,713680.0,340534.656,2021,8,3,40s
1510,0,39,9,16694,2021-12-24 10:18:15.229522952,Friday,10,10,33592.0,26981.9,61.199999999999996,80.63999999999999,17,15,3224832.0,2175820.4159999997,2021,12,4,40s
1511,1,45,2,17066,2020-01-10 08:16:42.340234023,Friday,10,10,14880.0,52226.9,27.72,4.704,12,5,412473.6,245675.3376,2020,1,1,40s
1511,1,45,2,16982,2020-02-16 15:38:23.870387038,Sunday,10,10,28486.0,44904.200000000004,10.079999999999998,41.748,24,23,287138.87999999995,1874660.5416,2020,2,1,40s
1511,1,45,2,48063,2020-02-22 13:33:58.163816381,Saturday,10,10,16185.0,2277.0,80.63999999999999,41.748,21,23,1305158.3999999997,95060.196,2020,2,1,40s
1511,1,45,2,24390,2020-04-19 15:46:01.836183618,Sunday,10,10,45528.0,37984.100000000006,96.0,29.4,8,12,1593480.0,1116732.54,2020,4,2,40s
1511,1,45,2,13201,2020-04-25 04:55:56.975697570,Saturday,10,10,13930.0,4871.900000000001,84.0,78.96,1,17,1309420.0,384685.224,2020,4,2,40s
1511,1,45,2,43005,2020-09-03 09:35:28.892889288,Thursday,10,10,21667.0,26686.000000000004,92.39999999999999,26.88,14,9,693344.0,717319.68,2020,9,3,40s
1511,1,45,2,43627,2020-12-30 03:50:59.945994600,Wednesday,10,10,45239.0,40788.0,31.2,15.119999999999997,8,7,814302.0,616714.5599999999,2020,12,4,40s
1511,1,45,2,15018,2021-01-05 21:03:00.378037804,Tuesday,10,10,22242.0,48439.600000000006,54.599999999999994,7.055999999999998,8,1,1214413.2,341789.81759999995,2021,1,1,40s
1511,1,45,2,10215,2021-01-17 11:38:45.472547252,Sunday,10,10,39575.0,9113.5,21.0,11.759999999999998,7,6,831075.0,107174.75999999998,2021,1,1,40s
1511,1,45,2,32359,2021-04-30 13:43:02.538253824,Friday,10,10,28002.0,33062.700000000004,36.0,47.87999999999999,17,8,1596114.0,1583042.076,2021,4,2,40s
1511,1,45,2,34498,2021-08-21 00:04:01.944194416,Saturday,10,10,29547.0,28493.300000000003,64.8,55.44,17,22,1950102.0,1579668.5520000001,2021,8,3,40s
1511,1,45,2,18969,2021-09-09 18:54:24.086408640,Thursday,10,10,46136.0,13185.7,22.8,1.68,9,10,92272.0,22151.976,2021,9,3,40s
1511,1,45,2,43390,2021-09-24 00:34:51.089108912,Friday,10,10,25382.0,39935.5,104.39999999999999,36.12,13,9,1091426.0,1442470.26,2021,9,3,40s
1512,0,58,5,26936,2020-03-26 17:03:13.339333933,Thursday,20,20,15923.0,37028.200000000004,40.0,56.0,8,3,1273840.0,2073579.2000000002,2020,3,1,50s
1512,0,58,5,15426,2020-04-29 07:03:15.499549954,Wednesday,20,20,28784.0,41947.4,36.0,58.8,8,22,2417856.0,2466507.12,2020,4,2,50s
1512,0,58,5,13800,2020-05-29 01:56:30.459045904,Friday,20,20,33919.0,6400.900000000001,15.0,4.199999999999999,11,2,203514.0,26883.78,2020,5,2,50s
1512,0,58,5,27653,2020-06-07 04:57:49.306930692,Sunday,20,20,11514.0,39202.9,85.0,51.099999999999994,12,1,840522.0,2003268.19,2020,6,2,50s
1512,0,58,5,26710,2020-07-16 18:38:33.591359136,Thursday,20,20,27152.0,5256.900000000001,1.0,41.3,6,3,1601968.0,217109.97,2020,7,3,50s
1512,0,58,5,48181,2020-07-27 13:57:52.547254724,Monday,20,20,48079.0,33531.3,18.0,32.199999999999996,16,13,2211634.0,1079707.8599999999,2020,7,3,50s
1512,0,58,5,44954,2020-09-22 03:54:01.404140412,Tuesday,20,20,30310.0,13860.000000000002,6.0,42.0,18,5,1818600.0,582120.0000000001,2020,9,3,50s
1512,0,58,5,22971,2021-01-30 09:46:51.521152116,Saturday,20,20,20903.0,42011.200000000004,70.0,51.8,12,21,1546822.0,2176180.16,2021,1,1,50s
1512,0,58,5,35375,2021-04-05 09:13:00.918091808,Monday,20,20,1242.0,37829.0,24.0,64.39999999999999,14,13,114264.0,2436187.5999999996,2021,4,2,50s
1512,0,58,5,38244,2021-04-16 20:18:30.351035104,Friday,20,20,22234.0,33288.200000000004,26.0,16.799999999999997,14,22,533616.0,559241.76,2021,4,2,50s
1512,0,58,5,38638,2021-04-25 07:33:38.721872184,Sunday,20,20,21379.0,14881.900000000001,10.0,60.9,7,4,1859973.0,906307.7100000001,2021,4,2,50s
1512,0,58,5,44852,2021-04-29 21:56:52.061206120,Thursday,20,20,3492.0,18190.7,64.0,14.7,22,18,73332.0,267403.29,2021,4,2,50s
1512,0,58,5,24930,2021-08-01 15:44:26.786678664,Sunday,20,20,41640.0,25553.000000000004,9.0,3.5,23,1,208200.0,89435.50000000001,2021,8,3,50s
1512,0,58,5,36618,2021-09-20 00:12:40.396039600,Monday,20,20,17998.0,23168.2,57.0,58.8,17,20,1511832.0,1362290.16,2021,9,3,50s
1512,0,58,5,36990,2021-12-05 23:00:14.041404136,Sunday,20,20,34805.0,6068.700000000001,58.0,65.8,7,1,3271670.0,399320.46,2021,12,4,50s
1513,0,59,6,23407,2020-06-12 09:22:05.292529252,Friday,20,20,26122.0,30090.500000000004,45.0,2.0999999999999996,1,7,78366.0,63190.049999999996,2020,6,2,60s
1513,0,59,6,17437,2020-10-01 19:11:15.067506748,Thursday,20,20,31462.0,34941.5,39.0,49.699999999999996,21,21,2233802.0,1736592.5499999998,2020,10,4,60s
1513,0,59,6,37666,2020-12-26 19:14:59.729972996,Saturday,20,20,46286.0,30759.300000000003,40.0,9.1,23,16,601718.0,279909.63,2020,12,4,60s
1513,0,59,6,18047,2021-07-23 10:58:00.108010800,Friday,20,20,34649.0,33276.100000000006,87.0,60.9,8,7,3014463.0,2026514.4900000002,2021,7,3,60s
1513,0,59,6,41232,2021-08-06 06:07:40.126012600,Friday,20,20,20202.0,18480.0,38.0,26.599999999999998,7,18,767676.0,491567.99999999994,2021,8,3,60s
1513,0,59,6,40758,2021-09-09 03:08:13.609360936,Thursday,20,20,35355.0,48452.8,14.0,43.4,9,8,2192010.0,2102851.52,2021,9,3,60s
1513,0,59,6,37298,2021-10-08 20:16:20.738073808,Friday,20,20,40865.0,6752.900000000001,93.0,69.3,10,2,4045635.0,467975.97000000003,2021,10,4,60s
1514,1,66,10,19610,2020-03-07 01:43:06.858685868,Saturday,20,20,13815.0,14138.300000000001,98.0,14.0,22,9,276300.0,197936.2,2020,3,1,60s
